Title,Director,Category,Hearts,Link
Kacchey Limbu,Shubham Yogi,Gala Presentations,58,https://2022.tiffr.com/shows/kacchey-limbu
The Kingdom Exodus,Lars von Trier,Primetime,70,https://2022.tiffr.com/shows/the-kingdom-exodus
The King's Horseman,Biyi Bandele,Special Presentations,49,https://2022.tiffr.com/shows/the-king-s-horseman
Lay Me by the Shore,David Findlay,Short Cuts,0,https://2022.tiffr.com/shows/lay-me-by-the-shore
Leonor Will Never Die,Martika Ramirez Escobar,Midnight Madness,139,https://2022.tiffr.com/shows/leonor-will-never-die
LIDO TV,"Maya Annik Bedward, Alicia K. Harris",Primetime,13,https://2022.tiffr.com/shows/lido-tv
Life,Emir Baigazin,Contemporary World Cinema,71,https://2022.tiffr.com/shows/life
Liturgy of Anti-Tank Obstacles,Dmytro Sukholytkyy-Sobchuk,Short Cuts,0,https://2022.tiffr.com/shows/liturgy-of-anti-tank-obstacles
Living,Oliver Hermanus,Contemporary World Cinema,207,https://2022.tiffr.com/shows/living
A Long Break,Davit Pirtskhalava,Discovery,30,https://2022.tiffr.com/shows/a-long-break
The Lost King,Stephen Frears,Special Presentations,250,https://2022.tiffr.com/shows/the-lost-king
Louis Armstrong's Black & Blues,Sacha Jenkins,TIFF Docs,61,https://2022.tiffr.com/shows/louis-armstrong-s-black-blues
Love and Mathematics,Claudia Sainte-Luce,Contemporary World Cinema,47,https://2022.tiffr.com/shows/love-and-mathematics
Love Life,Kôji Fukada,Contemporary World Cinema,116,https://2022.tiffr.com/shows/love-life
"Luxembourg, Luxembourg",Antonio Lukich,Contemporary World Cinema,67,https://2022.tiffr.com/shows/luxembourg-luxembourg
The Maiden,Graham Foy,Contemporary World Cinema,74,https://2022.tiffr.com/shows/the-maiden
A Man of Reason,Jung Woo-sung,Special Presentations,202,https://2022.tiffr.com/shows/a-man-of-reason
Manticore,Carlos Vermut,Contemporary World Cinema,82,https://2022.tiffr.com/shows/manticore
Mariupolis 2,Mantas Kvedaravičius,TIFF Docs,29,https://2022.tiffr.com/shows/mariupolis-2
Maya and the Wave,Stephanie Johnes,TIFF Docs,66,https://2022.tiffr.com/shows/maya-and-the-wave
The Melting Creatures,Diego Céspedes,Short Cuts,0,https://2022.tiffr.com/shows/the-melting-creatures
The Menu,Mark Mylod,Special Presentations,468,https://2022.tiffr.com/shows/the-menu
Meriem Bennani: Life on the CAPS,,Wavelengths,9,https://2022.tiffr.com/shows/meriem-bennani-life-on-the-caps
MICROSESSION,,Industry Conference,2,https://2022.tiffr.com/shows/microsession
MICROSESSION All Welcome: Increasing The Accessibility of Events In The Film Industry,,Industry Conference,11,https://2022.tiffr.com/shows/microsession-all-welcome-increasing-the-accessibility-of-events-in-the-film-industry
MICROSESSION Being Seen: Directives for Creating Authentic and Inclusive Content for Feature Film,,Industry Conference,13,https://2022.tiffr.com/shows/microsession-being-seen-directives-for-creating-authentic-and-inclusive-content-for-feature-film
MICROSESSION Let's talk Future of Cinema Technology,,Industry Conference,18,https://2022.tiffr.com/shows/microsession-let-s-talk-future-of-cinema-technology
MICROSESSION Powering Entertainment with TikTok,,Industry Conference,19,https://2022.tiffr.com/shows/microsession-powering-entertainment-with-tiktok
MICROSESSION  The Green Lens: The Role of Agencies and Funders in Creating a More Eco-Responsible Industry,,Industry Conference,5,https://2022.tiffr.com/shows/microsession-the-green-lens-the-role-of-agencies-and-funders-in-creating-a-more-eco-responsible-industry
MICROSESSION Underrepresented to Unstoppable: More Voices Need More Opportunities in Film,,Industry Conference,19,https://2022.tiffr.com/shows/microsession-underrepresented-to-unstoppable-more-voices-need-more-opportunities-in-film
Mirror Mirror,Sandulela Asanda,Short Cuts,0,https://2022.tiffr.com/shows/mirror-mirror
"Miúcha, The Voice of Bossa Nova","Daniel Zarvos, Liliane Mutti",TIFF Docs,23,https://2022.tiffr.com/shows/miucha-the-voice-of-bossa-nova
Moonage Daydream,Brett Morgen,Special Presentations,208,https://2022.tiffr.com/shows/moonage-daydream
Moonrise,Vincent Grenier,Wavelengths,2,https://2022.tiffr.com/shows/moonrise
Moving On,Paul Weitz,Gala Presentations,190,https://2022.tiffr.com/shows/moving-on
Municipal Relaxation Module,Matthew Rankin,Short Cuts,2,https://2022.tiffr.com/shows/municipal-relaxation-module
Muru,Tearepa Kahi,Contemporary World Cinema,59,https://2022.tiffr.com/shows/muru
My Imaginary Country,Patricio Guzmán,TIFF Docs,34,https://2022.tiffr.com/shows/my-imaginary-country
My Policeman,Michael Grandage,Special Presentations,387,https://2022.tiffr.com/shows/my-policeman
"My Sailor, My Love",Klaus Härö,Contemporary World Cinema,48,https://2022.tiffr.com/shows/my-sailor-my-love
Mystery Road: Origin,Dylan River,Primetime,10,https://2022.tiffr.com/shows/mystery-road-origin
Nanitic,Carol Nguyen,Short Cuts,2,https://2022.tiffr.com/shows/nanitic
Nanny,Nikyatu Jusu,Special Presentations,147,https://2022.tiffr.com/shows/nanny
The Newest Olds,Pablo Mazzolo,Wavelengths,3,https://2022.tiffr.com/shows/the-newest-olds
Nightalk,Donald Shebib,Contemporary World Cinema,54,https://2022.tiffr.com/shows/nightalk
No Bears,Jafar Panahi,Special Presentations,148,https://2022.tiffr.com/shows/no-bears
No Ghost in the Morgue,Marilyn Cooke,Short Cuts,1,https://2022.tiffr.com/shows/no-ghost-in-the-morgue
North of Normal,Carly Stone,Contemporary World Cinema,73,https://2022.tiffr.com/shows/north-of-normal
N’xaxaitkw,Asia Youngman,Short Cuts,3,https://2022.tiffr.com/shows/n-xaxaitkw
One Fine Morning,Mia Hansen-Løve,Special Presentations,242,https://2022.tiffr.com/shows/one-fine-morning
On the Come Up,Sanaa Lathan,Special Presentations,129,https://2022.tiffr.com/shows/on-the-come-up
The Origin of Evil,Sébastien Marnier,Contemporary World Cinema,83,https://2022.tiffr.com/shows/the-origin-of-evil
Other People's Children,Rebecca Zlotowski,Special Presentations,78,https://2022.tiffr.com/shows/other-people-s-children
Pacifiction,Albert Serra,Wavelengths,131,https://2022.tiffr.com/shows/pacifiction
Paris Memories,Alice Winocour,Gala Presentations,136,https://2022.tiffr.com/shows/paris-memories
The Pass,Pepi Ginsberg,Short Cuts,5,https://2022.tiffr.com/shows/the-pass
Patrick and the Whale,Mark Fletcher,TIFF Docs,81,https://2022.tiffr.com/shows/patrick-and-the-whale
Pearl,Ti West,Midnight Madness,253,https://2022.tiffr.com/shows/pearl
The People's Joker,Vera Drew,Midnight Madness,177,https://2022.tiffr.com/shows/the-people-s-joker
PERSPECTIVES Comedy Creators,,Industry Conference,13,https://2022.tiffr.com/shows/perspectives-comedy-creators
PERSPECTIVES DocuMentality: The Growth of a Movement,,Industry Conference,10,https://2022.tiffr.com/shows/perspectives-documentality-the-growth-of-a-movement
PERSPECTIVES Narrative Sovereignty: From Slashers to Sci-Fi: Exploring The Significance of Indigenous Genre Films,,Industry Conference,12,https://2022.tiffr.com/shows/perspectives-narrative-sovereignty-from-slashers-to-sci-fi-exploring-the-significance-of-indigenous-genre-films
PERSPECTIVES The Future of Exhibition,,Industry Conference,18,https://2022.tiffr.com/shows/perspectives-the-future-of-exhibition
"PERSPECTIVES Truth, Lies and a Million Dollar Board Game",,Industry Conference,4,https://2022.tiffr.com/shows/perspectives-truth-lies-and-a-million-dollar-board-game
Plan 75,Chie Hayakawa,Contemporary World Cinema,109,https://2022.tiffr.com/shows/plan-75
Pleasure Garden,Rita Ferrando,Short Cuts,5,https://2022.tiffr.com/shows/pleasure-garden
Pray for Our Sinners,Sinéad O'Shea,TIFF Docs,28,https://2022.tiffr.com/shows/pray-for-our-sinners
Prisoner's Daughter,Catherine Hardwicke,Gala Presentations,175,https://2022.tiffr.com/shows/prisoner-s-daughter
Project Wolf Hunting,Kim Hongsun,Midnight Madness,183,https://2022.tiffr.com/shows/project-wolf-hunting
Le Pupille,Alice Rohrwacher,Short Cuts,6,https://2022.tiffr.com/shows/le-pupille
Pussy,Joseph Amenta,Discovery,118,https://2022.tiffr.com/shows/pussy
Queens of the Qing Dynasty,Ashley McKenzie,Wavelengths,73,https://2022.tiffr.com/shows/queens-of-the-qing-dynasty
Quiet Minds Silent Streets,Karen Chapman,Short Cuts,0,https://2022.tiffr.com/shows/quiet-minds-silent-streets
Raymond & Ray,Rodrigo García,Gala Presentations,226,https://2022.tiffr.com/shows/raymond-ray
Rest Stop,Crystal Kayiza,Short Cuts,1,https://2022.tiffr.com/shows/rest-stop
The Return of Tanya Tucker: Featuring Brandi Carlile,Kathlyn Horan,Special Presentations,20,https://2022.tiffr.com/shows/the-return-of-tanya-tucker-featuring-brandi-carlile
Return to Dust,Li Ruijun,Contemporary World Cinema,46,https://2022.tiffr.com/shows/return-to-dust
Return to Seoul,Davy Chou,Discovery,147,https://2022.tiffr.com/shows/return-to-seoul
Riceboy Sleeps,Anthony Shim,Platform,87,https://2022.tiffr.com/shows/riceboy-sleeps
R.M.N.,Cristian Mungiu,Contemporary World Cinema,147,https://2022.tiffr.com/shows/r-m-n
Roost,Amy Redford,Gala Presentations,148,https://2022.tiffr.com/shows/roost
ROSIE,Gail Maurice,Discovery,71,https://2022.tiffr.com/shows/rosie
Runner,Marian Mathias,Discovery,28,https://2022.tiffr.com/shows/runner
Saint Omer,Alice Diop,Special Presentations,142,https://2022.tiffr.com/shows/saint-omer
Same Old,Lloyd Lee Choi,Short Cuts,1,https://2022.tiffr.com/shows/same-old
Sanctuary,Zachary Wigon,Special Presentations,260,https://2022.tiffr.com/shows/sanctuary
Scaring Women At Night,Karimah Zakia Issa,Short Cuts,2,https://2022.tiffr.com/shows/scaring-women-at-night
Self-Portrait As A Coffee Pot,William Kentridge,TIFF Docs,25,https://2022.tiffr.com/shows/self-portrait-as-a-coffee-pot
Shadow of the Butterflies,Sofia El Khyari,Short Cuts,0,https://2022.tiffr.com/shows/shadow-of-the-butterflies
She Always Wins,Hazel McKibbin,Short Cuts,3,https://2022.tiffr.com/shows/she-always-wins
SHIMONI,Angela Wanjiku Wamai,Discovery,30,https://2022.tiffr.com/shows/shimoni
Short Cuts Programme 01,,Short Cuts,34,https://2022.tiffr.com/shows/short-cuts-programme-01
Short Cuts Programme 02,,Short Cuts,39,https://2022.tiffr.com/shows/short-cuts-programme-02
Short Cuts Programme 03,,Short Cuts,25,https://2022.tiffr.com/shows/short-cuts-programme-03
Short Cuts Programme 04,,Short Cuts,30,https://2022.tiffr.com/shows/short-cuts-programme-04
Short Cuts Programme 05,,Short Cuts,37,https://2022.tiffr.com/shows/short-cuts-programme-05
Short Cuts Programme 06,,Short Cuts,39,https://2022.tiffr.com/shows/short-cuts-programme-06
Sick,John Hyams,Midnight Madness,174,https://2022.tiffr.com/shows/sick
Sidney,Reginald Hudlin,Gala Presentations,96,https://2022.tiffr.com/shows/sidney
Simo,Aziz Zoromba,Short Cuts,0,https://2022.tiffr.com/shows/simo
Sisu,Jalmari Helander,Midnight Madness,149,https://2022.tiffr.com/shows/sisu
Snow and the Bear,Selcen Ergun,Discovery,35,https://2022.tiffr.com/shows/snow-and-the-bear
Snow in September,Lkhagvadulam (Dulmaa) Purev-Ochir,Short Cuts,0,https://2022.tiffr.com/shows/snow-in-september
Something You Said Last Night,Luis De Filippis,Discovery,75,https://2022.tiffr.com/shows/something-you-said-last-night
So Much Tenderness,Lina Rodríguez,Contemporary World Cinema,59,https://2022.tiffr.com/shows/so-much-tenderness
The Son,Florian Zeller,Gala Presentations,397,https://2022.tiffr.com/shows/the-son
Sparta,Ulrich Seidl,Contemporary World Cinema,50,https://2022.tiffr.com/shows/sparta
SPECIAL INDUSTRY EVENT Academy 365,,Industry Conference,12,https://2022.tiffr.com/shows/special-industry-event-academy-365
SPOTLIGHT Do It the Spanish Way! Spain-Canada Coproduction Forum,,Industry Conference,5,https://2022.tiffr.com/shows/spotlight-do-it-the-spanish-way-spain-canada-coproduction-forum
SPOTLIGHT ITALY! A STRATEGIC FILM PARTNER - Italy's Leading Film Industry Experts Share Insights,,Industry Conference,4,https://2022.tiffr.com/shows/spotlight-italy-a-strategic-film-partner-italy-s-leading-film-industry-experts-share-insights
SPOTLIGHT on Cents and Sensibility: Making Meaningful Change in the World of Film Financing,,Industry Conference,16,https://2022.tiffr.com/shows/spotlight-on-cents-and-sensibility-making-meaningful-change-in-the-world-of-film-financing
SPOTLIGHT on the Renewal of the Canada-France Co-Production Treaty,,Industry Conference,7,https://2022.tiffr.com/shows/spotlight-on-the-renewal-of-the-canada-france-co-production-treaty
SPOTLIGHT on Ukrainian Producers,,Industry Conference,3,https://2022.tiffr.com/shows/spotlight-on-ukrainian-producers
SPOTLIGHT The Big Pitch presented by CaribbeanTales Media Group,,Industry Conference,8,https://2022.tiffr.com/shows/spotlight-the-big-pitch-presented-by-caribbeantales-media-group
SPOTLIGHT The Colombian Film and Television Industry,,Industry Conference,2,https://2022.tiffr.com/shows/spotlight-the-colombian-film-and-television-industry
SPOTLIGHT Welcome to Indigenous Filmmakers at TIFF,,Industry Conference,4,https://2022.tiffr.com/shows/spotlight-welcome-to-indigenous-filmmakers-at-tiff
Stellar,Darlene Naponse,Contemporary World Cinema,52,https://2022.tiffr.com/shows/stellar
Stonewalling,"Huang Ji, Ryuji Otsuka",Contemporary World Cinema,70,https://2022.tiffr.com/shows/stonewalling
Stories Not to be Told,Cesc Gay,Special Presentations,82,https://2022.tiffr.com/shows/stories-not-to-be-told
Subtraction,Mani Haghighi,Platform,121,https://2022.tiffr.com/shows/subtraction
El Suplente,Diego Lerman,Special Presentations,57,https://2022.tiffr.com/shows/el-suplente
Susie Searches,Sophie Kargman,Discovery,136,https://2022.tiffr.com/shows/susie-searches
The Swearing Jar,Lindsay MacKay,Contemporary World Cinema,70,https://2022.tiffr.com/shows/the-swearing-jar
Sweet As,Jub Clerc,Discovery,49,https://2022.tiffr.com/shows/sweet-as
The Swimmers,Sally El Hosaini,Gala Presentations,160,https://2022.tiffr.com/shows/the-swimmers
The Taste of Apples is Red,Ehab Tarabieh,Discovery,39,https://2022.tiffr.com/shows/the-taste-of-apples-is-red
Theatre of Thought,Werner Herzog,TIFF Docs,111,https://2022.tiffr.com/shows/theatre-of-thought
This Place,V. T. Nayani,Discovery,65,https://2022.tiffr.com/shows/this-place
Thunder,Carmen Jaquier,Platform,92,https://2022.tiffr.com/shows/thunder
The Time That Separates Us,Parastoo Anoushahpour,Wavelengths,1,https://2022.tiffr.com/shows/the-time-that-separates-us
To Kill A Tiger,Nisha Pahuja,TIFF Docs,26,https://2022.tiffr.com/shows/to-kill-a-tiger
Tora's Husband,Rima Das,Platform,23,https://2022.tiffr.com/shows/tora-s-husband
Tremor,Rudolf Fitzgerald Leonard,Short Cuts,1,https://2022.tiffr.com/shows/tremor
Triangle of Sadness,Ruben Östlund,Special Presentations,502,https://2022.tiffr.com/shows/triangle-of-sadness
The Umbrella Men,John Barker,Contemporary World Cinema,47,https://2022.tiffr.com/shows/the-umbrella-men
